demand_key,status,price
1024283|2026-09-01,FORMULA_NOT_FOUND,
1024308|2026-09-01,SPOT_NOT_CALCULATED,
1024316|2026-09-01,COMPONENT_ERROR,
1024317|2026-09-01,COMPONENT_ERROR,
1024318|2026-09-01,COMPONENT_ERROR,
1024319|2026-09-01,COMPONENT_ERROR,
1024328|2026-09-01,SPOT_NOT_CALCULATED,
1024335|2026-09-01,SPOT_NOT_CALCULATED,
1024350|2026-09-01,FORMULA_NOT_FOUND,
1024366|2026-09-01,SPOT_NOT_CALCULATED,
1024382|2026-09-01,SPOT_NOT_CALCULATED,
1024407|2026-09-01,FORMULA_NOT_FOUND,
1024477|2026-09-01,FORMULA_NOT_FOUND,
1024485|2026-09-01,SPOT_NOT_CALCULATED,
1024496|2026-09-01,COMPONENT_ERROR,
1024531|2026-09-01,COMPONENT_ERROR,
1024534|2026-09-01,CALCULATED,113465.47257100872
1024540|2026-09-01,FORMULA_NOT_FOUND,
1024550|2026-09-01,SPOT_NOT_CALCULATED,
1024566|2026-09-01,COMPONENT_ERROR,
1024567|2026-09-01,COMPONENT_ERROR,
1024568|2026-09-01,FORMULA_NOT_FOUND,
1024611|2026-09-01,FORMULA_NOT_FOUND,
1024668|2026-09-01,FORMULA_NOT_FOUND,
1024669|2026-09-01,FORMULA_NOT_FOUND,
1024684|2026-09-01,FORMULA_NOT_FOUND,
1024686|2026-09-01,CALCULATED,1005.502
1024700|2026-09-01,CALCULATED,1005.502
1024701|2026-09-01,CALCULATED,1005.502
1024704|2026-09-01,CALCULATED,1005.502
1024706|2026-09-01,CALCULATED,1005.502
1024822|2026-09-01,FORMULA_NOT_FOUND,
1024856|2026-09-01,FORMULA_NOT_FOUND,
1024970|2026-09-01,FORMULA_NOT_FOUND,
1025129|2026-09-01,FORMULA_NOT_FOUND,
1025449|2026-09-01,FORMULA_NOT_FOUND,
1025488|2026-09-01,CALCULATED,1005.502
1025550|2026-09-01,FORMULA_NOT_FOUND,
1025607|2026-09-01,FORMULA_NOT_FOUND,
1025785|2026-09-01,SPOT_NOT_CALCULATED,
1025885|2026-09-01,FORMULA_NOT_FOUND,
1025894|2026-09-01,FORMULA_NOT_FOUND,
1025931|2026-09-01,FORMULA_NOT_FOUND,
1025942|2026-09-01,COMPONENT_ERROR,
1025943|2026-09-01,COMPONENT_ERROR,
1026048|2026-09-01,CALCULATED,104390.0
1026148|2026-09-01,FORMULA_NOT_FOUND,
1026170|2026-09-01,SPOT_NOT_CALCULATED,
1026207|2026-09-01,CALCULATED,100964.11
1026255|2026-09-01,CALCULATED,74154.86501074131
1026339|2026-09-01,SPOT_NOT_CALCULATED,
1026488|2026-09-01,FORMULA_NOT_FOUND,
1026608|2026-09-01,FORMULA_NOT_FOUND,
1026842|2026-09-01,CALCULATED,121180.0
1026880|2026-09-01,FORMULA_NOT_FOUND,
1026924|2026-09-01,SPOT_NOT_CALCULATED,
1026927|2026-09-01,SPOT_NOT_CALCULATED,
1027092|2026-09-01,SPOT_NOT_CALCULATED,
1027118|2026-09-01,SPOT_NOT_CALCULATED,
1027128|2026-09-01,SPOT_NOT_CALCULATED,
1027263|2026-09-01,SPOT_NOT_CALCULATED,
1027294|2026-09-01,COMPONENT_ERROR,
1027355|2026-09-01,COMPONENT_ERROR,
1027356|2026-09-01,FORMULA_NOT_FOUND,
1027363|2026-09-01,COMPONENT_ERROR,
1027442|2026-09-01,CALCULATED,1005.502
1027568|2026-09-01,FORMULA_NOT_FOUND,
1027973|2026-09-01,FORMULA_NOT_FOUND,
1027986|2026-09-01,FORMULA_NOT_FOUND,
1028077|2026-09-01,SPOT_NOT_CALCULATED,
1028088|2026-09-01,SPOT_NOT_CALCULATED,
1028100|2026-09-01,CALCULATED,1043.0279082021204
1028318|2026-09-01,SPOT_NOT_CALCULATED,
1028420|2026-09-01,COMPONENT_ERROR,
1028421|2026-09-01,COMPONENT_ERROR,
1028422|2026-09-01,COMPONENT_ERROR,
1028854|2026-09-01,FORMULA_NOT_FOUND,
1029091|2026-09-01,FORMULA_NOT_FOUND,
1031251|2026-09-01,FORMULA_NOT_FOUND,
1032221|2026-09-01,CALCULATED,102942.4246
1032223|2026-09-01,FORMULA_NOT_FOUND,
1032243|2026-09-01,COMPONENT_ERROR,
1032247|2026-09-01,CALCULATED,115189.06083340652
1032258|2026-09-01,COMPONENT_ERROR,
1032306|2026-09-01,FORMULA_NOT_FOUND,
1032308|2026-09-01,FORMULA_NOT_FOUND,
1032325|2026-09-01,COMPONENT_ERROR,
1032354|2026-09-01,SPOT_NOT_CALCULATED,
1032402|2026-09-01,FORMULA_NOT_FOUND,
1032410|2026-09-01,FORMULA_NOT_FOUND,
1032418|2026-09-01,FORMULA_NOT_FOUND,
1032474|2026-09-01,FORMULA_NOT_FOUND,
1032475|2026-09-01,FORMULA_NOT_FOUND,
1032485|2026-09-01,FORMULA_NOT_FOUND,
1032555|2026-09-01,FORMULA_NOT_FOUND,
1032566|2026-09-01,COMPONENT_ERROR,
1032568|2026-09-01,SPOT_NOT_CALCULATED,
1032613|2026-09-01,FORMULA_NOT_FOUND,
1032666|2026-09-01,FORMULA_NOT_FOUND,
1032679|2026-09-01,FORMULA_NOT_FOUND,
1032713|2026-09-01,FORMULA_NOT_FOUND,
1032725|2026-09-01,FORMULA_NOT_FOUND,
1032831|2026-09-01,FORMULA_NOT_FOUND,
1032882|2026-09-01,FORMULA_NOT_FOUND,
1032915|2026-09-01,COMPONENT_ERROR,
1032990|2026-09-01,SPOT_NOT_CALCULATED,
1033075|2026-09-01,FORMULA_NOT_FOUND,
1033078|2026-09-01,FORMULA_NOT_FOUND,
1033203|2026-09-01,FORMULA_NOT_FOUND,
1033229|2026-09-01,FORMULA_NOT_FOUND,
1033243|2026-09-01,FORMULA_NOT_FOUND,
1033268|2026-09-01,SPOT_NOT_CALCULATED,
1033269|2026-09-01,FORMULA_NOT_FOUND,
1033294|2026-09-01,FORMULA_NOT_FOUND,
1033352|2026-09-01,FORMULA_NOT_FOUND,
1033362|2026-09-01,FORMULA_NOT_FOUND,
1033369|2026-09-01,FORMULA_NOT_FOUND,
1033371|2026-09-01,FORMULA_NOT_FOUND,
1033381|2026-09-01,FORMULA_NOT_FOUND,
1033439|2026-09-01,FORMULA_NOT_FOUND,
1033446|2026-09-01,CALCULATED,86609.5725
1033455|2026-09-01,FORMULA_NOT_FOUND,
1033510|2026-09-01,FORMULA_NOT_FOUND,
1033515|2026-09-01,SPOT_NOT_CALCULATED,
1033558|2026-09-01,FORMULA_NOT_FOUND,
1033573|2026-09-01,COMPONENT_ERROR,
1033604|2026-09-01,COMPONENT_ERROR,
1033609|2026-09-01,SPOT_NOT_CALCULATED,
1033621|2026-09-01,FORMULA_NOT_FOUND,
1033637|2026-09-01,FORMULA_NOT_FOUND,
1033755|2026-09-01,CALCULATED,19983.7500016352
1033847|2026-09-01,COMPONENT_ERROR,
1033865|2026-09-01,SPOT_NOT_CALCULATED,
1033914|2026-09-01,CALCULATED,98399.45502
1033975|2026-09-01,CALCULATED,78530.6479
1033986|2026-09-01,COMPONENT_ERROR,
1034017|2026-09-01,COMPONENT_ERROR,
1034046|2026-09-01,COMPONENT_ERROR,
1034179|2026-09-01,COMPONENT_ERROR,
1034200|2026-09-01,COMPONENT_ERROR,
1034363|2026-09-01,COMPONENT_ERROR,
1034376|2026-09-01,CALCULATED,29930.0
1034424|2026-09-01,SPOT_NOT_CALCULATED,
1034704|2026-09-01,CALCULATED,16060.0
1034758|2026-09-01,COMPONENT_ERROR,
1034849|2026-09-01,COMPONENT_ERROR,
1034854|2026-09-01,COMPONENT_ERROR,
1034859|2026-09-01,COMPONENT_ERROR,
1034868|2026-09-01,CALCULATED,21848.900001562197
1034882|2026-09-01,CALCULATED,150599.0
1034886|2026-09-01,COMPONENT_ERROR,
1034910|2026-09-01,COMPONENT_ERROR,
1034912|2026-09-01,COMPONENT_ERROR,
1034958|2026-09-01,COMPONENT_ERROR,
1034960|2026-09-01,COMPONENT_ERROR,
1034962|2026-09-01,COMPONENT_ERROR,
1034963|2026-09-01,COMPONENT_ERROR,
1034970|2026-09-01,COMPONENT_ERROR,
1034998|2026-09-01,COMPONENT_ERROR,
1035000|2026-09-01,CALCULATED,25550.0
1035016|2026-09-01,CALCULATED,21316.0000022192
1035018|2026-09-01,CALCULATED,10950.0
1035047|2026-09-01,FORMULA_NOT_FOUND,
1035054|2026-09-01,FORMULA_NOT_FOUND,
1035071|2026-09-01,COMPONENT_ERROR,
1035099|2026-09-01,CALCULATED,20516.649968026
1035132|2026-09-01,COMPONENT_ERROR,
1035133|2026-09-01,CALCULATED,80929.1943
1035153|2026-09-01,COMPONENT_ERROR,
1035164|2026-09-01,COMPONENT_ERROR,
1035165|2026-09-01,COMPONENT_ERROR,
1035175|2026-09-01,COMPONENT_ERROR,
1035186|2026-09-01,CALCULATED,95699.24488
1035188|2026-09-01,CALCULATED,95699.24488
1035189|2026-09-01,CALCULATED,95699.24488
1035190|2026-09-01,CALCULATED,95699.24488
1035191|2026-09-01,CALCULATED,98399.45502
1035192|2026-09-01,CALCULATED,98399.45502
1035193|2026-09-01,CALCULATED,98399.45502
1035194|2026-09-01,CALCULATED,98399.45502
1035196|2026-09-01,CALCULATED,94220.1291
1035198|2026-09-01,CALCULATED,96143.29804
1035228|2026-09-01,CALCULATED,8.03
1035253|2026-09-01,CALCULATED,81226.63863999999
1035254|2026-09-01,CALCULATED,81226.63863999999
1035255|2026-09-01,CALCULATED,81226.63863999999
1035256|2026-09-01,CALCULATED,81226.63863999999
1035281|2026-09-01,COMPONENT_ERROR,
1035374|2026-09-01,CALCULATED,21316.0000022192
1035375|2026-09-01,CALCULATED,21848.900001562197
1035379|2026-09-01,CALCULATED,19983.7500016352
1035393|2026-09-01,COMPONENT_ERROR,
1035433|2026-09-01,CALCULATED,81226.63863999999
1035435|2026-09-01,COMPONENT_ERROR,
1035441|2026-09-01,COMPONENT_ERROR,
1035574|2026-09-01,CALCULATED,150599.0
1035582|2026-09-01,COMPONENT_ERROR,
1035668|2026-09-01,CALCULATED,29067.208875188677
1035675|2026-09-01,COMPONENT_ERROR,
1035676|2026-09-01,COMPONENT_ERROR,
1035715|2026-09-01,COMPONENT_ERROR,
1035722|2026-09-01,CALCULATED_WITH_EXPIRED_FORMULA,6716.0
1035737|2026-09-01,COMPONENT_ERROR,
1035748|2026-09-01,CALCULATED,29930.0
1035774|2026-09-01,COMPONENT_ERROR,
1035787|2026-09-01,CALCULATED,19983.7500016352
1035814|2026-09-01,COMPONENT_ERROR,
1035856|2026-09-01,COMPONENT_ERROR,
1035886|2026-09-01,CALCULATED,21848.900001562197
1035997|2026-09-01,COMPONENT_ERROR,
1036023|2026-09-01,COMPONENT_ERROR,
1036031|2026-09-01,COMPONENT_ERROR,
1036044|2026-09-01,COMPONENT_ERROR,
1036092|2026-09-01,COMPONENT_ERROR,
1036100|2026-09-01,CALCULATED,94220.1291
1036111|2026-09-01,CALCULATED,64877.12210000001
1036117|2026-09-01,COMPONENT_ERROR,
1036135|2026-09-01,COMPONENT_ERROR,
1036149|2026-09-01,COMPONENT_ERROR,
1036161|2026-09-01,CALCULATED,19983.7500016352
1036257|2026-09-01,CALCULATED,97362.26698770492
1036281|2026-09-01,CALCULATED,96143.29804
1037402|2026-09-01,COMPONENT_ERROR,
1037421|2026-09-01,COMPONENT_ERROR,
1037424|2026-09-01,COMPONENT_ERROR,
1037426|2026-09-01,COMPONENT_ERROR,
1037722|2026-09-01,FORMULA_NOT_FOUND,
1037724|2026-09-01,FORMULA_NOT_FOUND,
1037812|2026-09-01,COMPONENT_ERROR,
1037813|2026-09-01,COMPONENT_ERROR,
1037842|2026-09-01,COMPONENT_ERROR,
1038041|2026-09-01,COMPONENT_ERROR,
1038058|2026-09-01,COMPONENT_ERROR,
1038060|2026-09-01,COMPONENT_ERROR,
1038063|2026-09-01,COMPONENT_ERROR,
1038101|2026-09-01,CALCULATED,94220.1291
1038102|2026-09-01,COMPONENT_ERROR,
1038127|2026-09-01,CALCULATED,75089.87028
1038130|2026-09-01,COMPONENT_ERROR,
1038135|2026-09-01,CALCULATED,79760.9966478194
1038152|2026-09-01,COMPONENT_ERROR,
1038186|2026-09-01,COMPONENT_ERROR,
1038189|2026-09-01,COMPONENT_ERROR,
1038191|2026-09-01,COMPONENT_ERROR,
1038196|2026-09-01,CALCULATED,114507.7806759595
1038207|2026-09-01,COMPONENT_ERROR,
1038214|2026-09-01,COMPONENT_ERROR,
1038220|2026-09-01,CALCULATED,21316.0000022192
1038228|2026-09-01,COMPONENT_ERROR,
1038242|2026-09-01,SPOT_NOT_CALCULATED,
1038243|2026-09-01,CALCULATED,20783.099996642
1038253|2026-09-01,COMPONENT_ERROR,
1038255|2026-09-01,COMPONENT_ERROR,
1038262|2026-09-01,CALCULATED,152117.70081731753
1038268|2026-09-01,COMPONENT_ERROR,
1038281|2026-09-01,COMPONENT_ERROR,
1038295|2026-09-01,COMPONENT_ERROR,
1038297|2026-09-01,COMPONENT_ERROR,
1038298|2026-09-01,COMPONENT_ERROR,
1038300|2026-09-01,CALCULATED,114507.7806759595
1038301|2026-09-01,COMPONENT_ERROR,
1038306|2026-09-01,COMPONENT_ERROR,
1038308|2026-09-01,COMPONENT_ERROR,
1038310|2026-09-01,FORMULA_NOT_FOUND,
1038322|2026-09-01,COMPONENT_ERROR,
1038343|2026-09-01,CALCULATED,98399.45502
1038354|2026-09-01,CALCULATED,81226.63863999999
1038358|2026-09-01,SPOT_NOT_CALCULATED,
1038372|2026-09-01,FORMULA_NOT_FOUND,
1038417|2026-09-01,COMPONENT_ERROR,
1038435|2026-09-01,COMPONENT_ERROR,
1038436|2026-09-01,CALCULATED,44390.57
1038450|2026-09-01,COMPONENT_ERROR,
1038453|2026-09-01,SPOT_NOT_CALCULATED,
1038455|2026-09-01,COMPONENT_ERROR,
1038462|2026-09-01,COMPONENT_ERROR,
1038466|2026-09-01,COMPONENT_ERROR,
1038469|2026-09-01,CALCULATED,19983.7500016352
1038472|2026-09-01,COMPONENT_ERROR,
1038479|2026-09-01,COMPONENT_ERROR,
1038518|2026-09-01,CALCULATED,81226.63863999999
1038529|2026-09-01,COMPONENT_ERROR,
1038537|2026-09-01,COMPONENT_ERROR,
1038560|2026-09-01,COMPONENT_ERROR,
1038565|2026-09-01,CALCULATED,80929.1943
1038572|2026-09-01,CALCULATED,96143.29804
1038573|2026-09-01,COMPONENT_ERROR,
1038575|2026-09-01,COMPONENT_ERROR,
1038577|2026-09-01,CALCULATED,8.03
1038587|2026-09-01,CALCULATED,59087.952
1038604|2026-09-01,COMPONENT_ERROR,
1038614|2026-09-01,COMPONENT_ERROR,
1038624|2026-09-01,CALCULATED,95699.24488
1038650|2026-09-01,COMPONENT_ERROR,
1038664|2026-09-01,COMPONENT_ERROR,
1039005|2026-09-01,COMPONENT_ERROR,
1039519|2026-09-01,FORMULA_NOT_FOUND,
1039563|2026-09-01,FORMULA_NOT_FOUND,
1039804|2026-09-01,COMPONENT_ERROR,
1039824|2026-09-01,COMPONENT_ERROR,
1039825|2026-09-01,COMPONENT_ERROR,
1041150|2026-09-01,CALCULATED,44080.41442949241
1041162|2026-09-01,FORMULA_NOT_FOUND,
1023422|2026-10-01,CALCULATED,998.421
1023505|2026-10-01,SPOT_NOT_CALCULATED,
1023506|2026-10-01,FORMULA_NOT_FOUND,
1023511|2026-10-01,FORMULA_NOT_FOUND,
1023520|2026-10-01,FORMULA_NOT_FOUND,
1023544|2026-10-01,FORMULA_NOT_FOUND,
1023567|2026-10-01,FORMULA_NOT_FOUND,
1023655|2026-10-01,FORMULA_NOT_FOUND,
1023888|2026-10-01,FORMULA_NOT_FOUND,
1023904|2026-10-01,CALCULATED,99440.6
1023913|2026-10-01,FORMULA_NOT_FOUND,
1024026|2026-10-01,COMPONENT_ERROR,
1024033|2026-10-01,FORMULA_NOT_FOUND,
1024218|2026-10-01,CALCULATED,102200.0
1024220|2026-10-01,FORMULA_NOT_FOUND,
1024237|2026-10-01,COMPONENT_ERROR,
1024260|2026-10-01,CALCULATED,121180.0
1024290|2026-10-01,FORMULA_NOT_FOUND,
1024316|2026-10-01,COMPONENT_ERROR,
1024317|2026-10-01,COMPONENT_ERROR,
1024318|2026-10-01,COMPONENT_ERROR,
1024319|2026-10-01,COMPONENT_ERROR,
1024323|2026-10-01,SPOT_NOT_CALCULATED,
1024350|2026-10-01,FORMULA_NOT_FOUND,
1024407|2026-10-01,FORMULA_NOT_FOUND,
1024418|2026-10-01,FORMULA_NOT_FOUND,
1024432|2026-10-01,SPOT_NOT_CALCULATED,
1024433|2026-10-01,SPOT_NOT_CALCULATED,
1024485|2026-10-01,SPOT_NOT_CALCULATED,
1024496|2026-10-01,COMPONENT_ERROR,
1024531|2026-10-01,COMPONENT_ERROR,
1024534|2026-10-01,CALCULATED,113959.26788437388
1024540|2026-10-01,FORMULA_NOT_FOUND,
1024566|2026-10-01,COMPONENT_ERROR,
1024567|2026-10-01,COMPONENT_ERROR,
1024568|2026-10-01,FORMULA_NOT_FOUND,
1024611|2026-10-01,FORMULA_NOT_FOUND,
1024668|2026-10-01,FORMULA_NOT_FOUND,
1024669|2026-10-01,FORMULA_NOT_FOUND,
1024673|2026-10-01,FORMULA_NOT_FOUND,
1024686|2026-10-01,CALCULATED,998.421
1024700|2026-10-01,CALCULATED,998.421
1024701|2026-10-01,CALCULATED,998.421
1024704|2026-10-01,CALCULATED,998.421
1024706|2026-10-01,CALCULATED,998.421
1024774|2026-10-01,SPOT_NOT_CALCULATED,
1024822|2026-10-01,FORMULA_NOT_FOUND,
1024842|2026-10-01,SPOT_NOT_CALCULATED,
1024856|2026-10-01,FORMULA_NOT_FOUND,
1024985|2026-10-01,SPOT_NOT_CALCULATED,
1025129|2026-10-01,FORMULA_NOT_FOUND,
1025407|2026-10-01,FORMULA_NOT_FOUND,
1025449|2026-10-01,FORMULA_NOT_FOUND,
1025480|2026-10-01,SPOT_NOT_CALCULATED,
1025488|2026-10-01,CALCULATED,998.421
1025509|2026-10-01,FORMULA_NOT_FOUND,
1025885|2026-10-01,FORMULA_NOT_FOUND,
1025894|2026-10-01,FORMULA_NOT_FOUND,
1025942|2026-10-01,COMPONENT_ERROR,
1025943|2026-10-01,COMPONENT_ERROR,
1026048|2026-10-01,CALCULATED,104390.0
1026207|2026-10-01,CALCULATED,100964.11
1026255|2026-10-01,CALCULATED,74153.42173865145
1026477|2026-10-01,SPOT_NOT_CALCULATED,
1026488|2026-10-01,FORMULA_NOT_FOUND,
1026608|2026-10-01,FORMULA_NOT_FOUND,
1026842|2026-10-01,CALCULATED,121180.0
1026880|2026-10-01,FORMULA_NOT_FOUND,
1026885|2026-10-01,FORMULA_NOT_FOUND,
1026927|2026-10-01,SPOT_NOT_CALCULATED,
1027111|2026-10-01,SPOT_NOT_CALCULATED,
1027264|2026-10-01,SPOT_NOT_CALCULATED,
1027294|2026-10-01,COMPONENT_ERROR,
1027355|2026-10-01,COMPONENT_ERROR,
1027356|2026-10-01,FORMULA_NOT_FOUND,
1027363|2026-10-01,COMPONENT_ERROR,
1027393|2026-10-01,SPOT_NOT_CALCULATED,
1027442|2026-10-01,CALCULATED,998.421
1027568|2026-10-01,FORMULA_NOT_FOUND,
1027973|2026-10-01,FORMULA_NOT_FOUND,
1027986|2026-10-01,FORMULA_NOT_FOUND,
1028100|2026-10-01,CALCULATED,1048.19641912562
1028420|2026-10-01,COMPONENT_ERROR,
1028421|2026-10-01,COMPONENT_ERROR,
1028422|2026-10-01,COMPONENT_ERROR,
1028854|2026-10-01,FORMULA_NOT_FOUND,
1029091|2026-10-01,FORMULA_NOT_FOUND,
1030562|2026-10-01,SPOT_NOT_CALCULATED,
1031251|2026-10-01,FORMULA_NOT_FOUND,
1032216|2026-10-01,SPOT_NOT_CALCULATED,
1032221|2026-10-01,CALCULATED,102942.4246
1032223|2026-10-01,FORMULA_NOT_FOUND,
1032243|2026-10-01,COMPONENT_ERROR,
1032247|2026-10-01,CALCULATED,114446.89352060006
1032258|2026-10-01,COMPONENT_ERROR,
1032306|2026-10-01,FORMULA_NOT_FOUND,
1032308|2026-10-01,FORMULA_NOT_FOUND,
1032325|2026-10-01,COMPONENT_ERROR,
1032339|2026-10-01,SPOT_NOT_CALCULATED,
1032354|2026-10-01,SPOT_NOT_CALCULATED,
1032402|2026-10-01,FORMULA_NOT_FOUND,
1032410|2026-10-01,FORMULA_NOT_FOUND,
1032418|2026-10-01,FORMULA_NOT_FOUND,
1032474|2026-10-01,FORMULA_NOT_FOUND,
1032524|2026-10-01,SPOT_NOT_CALCULATED,
1032528|2026-10-01,FORMULA_NOT_FOUND,
1032531|2026-10-01,SPOT_NOT_CALCULATED,
1032555|2026-10-01,FORMULA_NOT_FOUND,
1032566|2026-10-01,COMPONENT_ERROR,
1032590|2026-10-01,FORMULA_NOT_FOUND,
1032613|2026-10-01,FORMULA_NOT_FOUND,
1032657|2026-10-01,FORMULA_NOT_FOUND,
1032666|2026-10-01,FORMULA_NOT_FOUND,
1032679|2026-10-01,FORMULA_NOT_FOUND,
1032713|2026-10-01,FORMULA_NOT_FOUND,
1032750|2026-10-01,FORMULA_NOT_FOUND,
1032790|2026-10-01,FORMULA_NOT_FOUND,
1032831|2026-10-01,FORMULA_NOT_FOUND,
1032915|2026-10-01,COMPONENT_ERROR,
1032975|2026-10-01,FORMULA_NOT_FOUND,
1033075|2026-10-01,FORMULA_NOT_FOUND,
1033181|2026-10-01,SPOT_NOT_CALCULATED,
1033202|2026-10-01,FORMULA_NOT_FOUND,
1033203|2026-10-01,FORMULA_NOT_FOUND,
1033221|2026-10-01,SPOT_NOT_CALCULATED,
1033229|2026-10-01,FORMULA_NOT_FOUND,
1033243|2026-10-01,FORMULA_NOT_FOUND,
1033269|2026-10-01,FORMULA_NOT_FOUND,
1033294|2026-10-01,FORMULA_NOT_FOUND,
1033352|2026-10-01,FORMULA_NOT_FOUND,
1033362|2026-10-01,FORMULA_NOT_FOUND,
1033369|2026-10-01,FORMULA_NOT_FOUND,
1033371|2026-10-01,FORMULA_NOT_FOUND,
1033381|2026-10-01,FORMULA_NOT_FOUND,
1033401|2026-10-01,FORMULA_NOT_FOUND,
1033446|2026-10-01,CALCULATED,86609.5725
1033455|2026-10-01,FORMULA_NOT_FOUND,
1033466|2026-10-01,SPOT_NOT_CALCULATED,
1033478|2026-10-01,SPOT_NOT_CALCULATED,
1033508|2026-10-01,FORMULA_NOT_FOUND,
1033510|2026-10-01,FORMULA_NOT_FOUND,
1033558|2026-10-01,FORMULA_NOT_FOUND,
1033573|2026-10-01,COMPONENT_ERROR,
1033604|2026-10-01,COMPONENT_ERROR,
1033621|2026-10-01,FORMULA_NOT_FOUND,
1033636|2026-10-01,SPOT_NOT_CALCULATED,
1033637|2026-10-01,FORMULA_NOT_FOUND,
1033665|2026-10-01,FORMULA_NOT_FOUND,
1033693|2026-10-01,COMPONENT_ERROR,
1033755|2026-10-01,CALCULATED,19983.7500016352
1033847|2026-10-01,COMPONENT_ERROR,
1033901|2026-10-01,CALCULATED_WITH_EXPIRED_FORMULA,125977.56
1033914|2026-10-01,CALCULATED,98399.45502
1033975|2026-10-01,CALCULATED,78530.6479
1033986|2026-10-01,COMPONENT_ERROR,
1034005|2026-10-01,COMPONENT_ERROR,
1034006|2026-10-01,COMPONENT_ERROR,
1034009|2026-10-01,COMPONENT_ERROR,
1034017|2026-10-01,COMPONENT_ERROR,
1034046|2026-10-01,COMPONENT_ERROR,
1034066|2026-10-01,COMPONENT_ERROR,
1034068|2026-10-01,COMPONENT_ERROR,
1034078|2026-10-01,CALCULATED,93920.194
1034150|2026-10-01,COMPONENT_ERROR,
1034179|2026-10-01,COMPONENT_ERROR,
1034200|2026-10-01,COMPONENT_ERROR,
1034211|2026-10-01,CALCULATED,84411.36
1034213|2026-10-01,CALCULATED,84411.36
1034214|2026-10-01,CALCULATED,65994.336
1034215|2026-10-01,CALCULATED,65994.336
1034246|2026-10-01,COMPONENT_ERROR,
1034253|2026-10-01,COMPONENT_ERROR,
1034254|2026-10-01,COMPONENT_ERROR,
1034255|2026-10-01,COMPONENT_ERROR,
1034256|2026-10-01,COMPONENT_ERROR,
1034306|2026-10-01,FORMULA_NOT_FOUND,
1034307|2026-10-01,FORMULA_NOT_FOUND,
1034310|2026-10-01,COMPONENT_ERROR,
1034349|2026-10-01,COMPONENT_ERROR,
1034363|2026-10-01,COMPONENT_ERROR,
1034376|2026-10-01,CALCULATED,29930.0
1034458|2026-10-01,COMPONENT_ERROR,
1034459|2026-10-01,COMPONENT_ERROR,
1034520|2026-10-01,CALCULATED,91797.354
1034576|2026-10-01,SPOT_NOT_CALCULATED,
1034629|2026-10-01,FORMULA_NOT_FOUND,
1034703|2026-10-01,COMPONENT_ERROR,
1034758|2026-10-01,COMPONENT_ERROR,
1034849|2026-10-01,COMPONENT_ERROR,
1034854|2026-10-01,COMPONENT_ERROR,
1034859|2026-10-01,COMPONENT_ERROR,
1034868|2026-10-01,CALCULATED,21848.900001562197
1034882|2026-10-01,CALCULATED,150599.0
1034886|2026-10-01,COMPONENT_ERROR,
1034910|2026-10-01,COMPONENT_ERROR,
1034912|2026-10-01,COMPONENT_ERROR,
1034958|2026-10-01,COMPONENT_ERROR,
1034960|2026-10-01,COMPONENT_ERROR,
1034962|2026-10-01,COMPONENT_ERROR,
1034963|2026-10-01,COMPONENT_ERROR,
1034970|2026-10-01,COMPONENT_ERROR,
1034998|2026-10-01,COMPONENT_ERROR,
1035000|2026-10-01,CALCULATED,25550.0
1035016|2026-10-01,CALCULATED,21316.0000022192
1035018|2026-10-01,CALCULATED,10950.0
1035061|2026-10-01,CALCULATED,108454.64
1035071|2026-10-01,COMPONENT_ERROR,
1035099|2026-10-01,CALCULATED,20516.649968026
1035132|2026-10-01,COMPONENT_ERROR,
1035133|2026-10-01,CALCULATED,80929.1943
1035153|2026-10-01,COMPONENT_ERROR,
1035164|2026-10-01,COMPONENT_ERROR,
1035165|2026-10-01,COMPONENT_ERROR,
1035175|2026-10-01,COMPONENT_ERROR,
1035186|2026-10-01,CALCULATED,95699.24488
1035188|2026-10-01,CALCULATED,95699.24488
1035189|2026-10-01,CALCULATED,95699.24488
1035190|2026-10-01,CALCULATED,95699.24488
1035191|2026-10-01,CALCULATED,98399.45502
1035192|2026-10-01,CALCULATED,98399.45502
1035193|2026-10-01,CALCULATED,98399.45502
1035194|2026-10-01,CALCULATED,98399.45502
1035196|2026-10-01,CALCULATED,94220.1291
1035198|2026-10-01,CALCULATED,96143.29804
1035228|2026-10-01,CALCULATED,8.03
1035253|2026-10-01,CALCULATED,81226.63863999999
1035254|2026-10-01,CALCULATED,81226.63863999999
1035255|2026-10-01,CALCULATED,81226.63863999999
1035256|2026-10-01,CALCULATED,81226.63863999999
1035281|2026-10-01,COMPONENT_ERROR,
1035374|2026-10-01,CALCULATED,21316.0000022192
1035375|2026-10-01,CALCULATED,21848.900001562197
1035379|2026-10-01,CALCULATED,19983.7500016352
1035433|2026-10-01,CALCULATED,81226.63863999999
1035435|2026-10-01,COMPONENT_ERROR,
1035441|2026-10-01,COMPONENT_ERROR,
1035582|2026-10-01,COMPONENT_ERROR,
1035668|2026-10-01,CALCULATED,29134.063118397986
1035675|2026-10-01,COMPONENT_ERROR,
1035676|2026-10-01,COMPONENT_ERROR,
1035715|2026-10-01,COMPONENT_ERROR,
1035722|2026-10-01,CALCULATED_WITH_EXPIRED_FORMULA,6716.0
1035737|2026-10-01,COMPONENT_ERROR,
1035748|2026-10-01,CALCULATED,29930.0
1035774|2026-10-01,COMPONENT_ERROR,
1035787|2026-10-01,CALCULATED,19983.7500016352
1035814|2026-10-01,COMPONENT_ERROR,
