"Формула","Номер терма в формуле","Вид условий","Имя переменной","Действительно с","Действительно по","Тип фиксированного терма","Значение","Валюта","Имя котировки","Вид котировки","Правило расчета","Правило опред. периода: валютный курс","Прав. опред. периода","Вид расчета терма","Фактор 1","Фактор 2","Происхождение котировки"
"Z900026501","130","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","H","17.52","","","","1","YC102","YQ100","2","0","0",""
"Z900026501","160","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7811","","","","1","YC102","YQ100","2","0","0",""
"Z900026501","170","ZTRM","P","2000-01-01 00:00:00","2026-12-31 23:59:59","H","28470","","","","1","YC102","YQ100","2","0","0",""
"Z900026501","180","ZTRM","R","2000-01-01 00:00:00","2026-12-31 23:59:59","H","12220.3825","","","","1","YC102","YQ100","2","0","0",""
"Z900026501","190","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.6935","","","","1","YC102","YQ100","2","0","0",""
"Z900026501","200","ZTRM","PK","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.767595","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","10","ZTRM","E","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CMP_07","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900028988","20","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","H","292","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","30","ZTRM","G","2000-01-01 00:00:00","2026-12-31 23:59:59","B","5256","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","40","ZTRM","I","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","50","ZTRM","H","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.04745","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","60","ZTRM","CUR_$_₱_M","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028988","70","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","80","ZTRM","S","2000-01-01 00:00:00","2026-12-31 23:59:59","H","21.9","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","90","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","H","266.45","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","100","ZTRM","L","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.10585","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","110","ZTRM","M","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.0584","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","130","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","H","17.52","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","160","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7811","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","170","ZTRM","P","2000-01-01 00:00:00","2026-12-31 23:59:59","H","28470","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","180","ZTRM","R","2000-01-01 00:00:00","2026-12-31 23:59:59","H","12220.3825","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","190","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.6935","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","210","ZTRM","MP","2000-01-01 00:00:00","2026-12-31 23:59:59","H","13140","","","","1","YC102","YQ100","2","0","0",""
"Z900028988","220","ZTRM","PK","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.767595","","","","1","YC102","YQ100","2","0","0",""
"Z900028994","10","ZTRM","C","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CHINA_04","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900028994","40","ZTRM","P","2000-01-01 00:00:00","2026-12-31 23:59:59","H","14.6","","","","1","YC102","YQ100","2","0","0",""
"Z900028994","70","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","211.7","","","","1","YC102","YQ100","2","0","0",""
"Z900028994","80","ZTRM","L","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2190","","","","1","YC102","YQ100","2","0","0",""
"Z900028994","90","ZTRM","E","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028994","100","ZTRM","N","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028994","110","ZTRM","SPOT","2000-01-01 00:00:00","2026-12-31 23:59:59","H","120450","","","","1","YC102","YQ100","2","0","0",""
"Z900028994","120","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.0365","","","","1","YC102","YQ100","2","0","0",""
"Z900028994","130","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2087.8","","","","1","YC102","YQ100","2","0","0",""
"Z900026830","10","ZTRM","S1","2000-01-01 00:00:00","2027-01-31 23:59:59","H","127020","","","","1","YC102","YQ200","2","0","0",""
"Z900026830","20","ZTRM","D","2000-01-01 00:00:00","2027-01-31 23:59:59","E","0.7227","","","","1","YC102","YQ200","2","0","0",""
"Z900026553","70","ZTRM","X","2000-01-01 00:00:00","2027-01-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026553","80","ZTRM","M","2000-01-01 00:00:00","2027-01-31 23:59:59","H","23036.88521","","","","1","YC102","YQ100","2","0","0",""
"Z900026371","120","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026371","130","ZTRM","GP","2000-01-01 00:00:00","2026-12-31 23:59:59","H","84967.2112","","","","1","YC102","YQ100","2","0","0",""
"Z900026350","10","ZTRM","REG92","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","REG-92 MOSCOW_03","AV","1","YC100","YQ100","2","0","0","SP"
"Z900026350","40","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","13110.07","","","","1","YC100","YQ100","2","0","0",""
"Z900026350","50","ZTRM","V","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC100","YQ100","2","0","0",""
"Z900026350","70","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.876","","","","1","YC100","YQ100","2","0","0",""
"Z900026350","80","ZTRM","A2","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC100","YQ100","2","0","0",""
"Z430000126","10","ZTRM","CHINA_07","2000-01-01 00:00:00","2026-03-31 23:59:59","1","","","CHINA_07","AVR","1","YC403","YQ403","2","0","0","SC"
"Z430000126","20","ZTRM","CHINA_03","2000-01-01 00:00:00","2026-03-31 23:59:59","1","","","CHINA_03","AVR","1","YC403","YQ403","2","0","0","SC"
"Z430000126","30","ZTRM","2","2000-01-01 00:00:00","2026-03-31 23:59:59","H","1.46","","","","1","YC403","YQ403","2","0","0",""
"Z900025910","10","ZTRM","A","2000-01-01 00:00:00","2027-01-31 23:59:59","E","0.292","","","","1","YC102","YQ100","2","0","0",""
"Z900025910","20","ZTRM","DEL","2000-01-01 00:00:00","2027-01-31 23:59:59","1","","","SPOT CFR NEASIA_03","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900025910","30","ZTRM","USD","2000-01-01 00:00:00","2027-01-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025910","40","ZTRM","L","2000-01-01 00:00:00","2027-01-31 23:59:59","B","8543.19","","","","1","YC102","YQ100","2","0","0",""
"Z900025910","50","ZTRM","NDS","2000-01-01 00:00:00","2027-01-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900027202","10","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","97652.459014","","","","1","YC102","YQ100","2","0","0",""
"Z900027202","20","ZTRM","H","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900027203","10","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","97652.459014","","","","1","YC102","YQ100","2","0","0",""
"Z900027203","20","ZTRM","H","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900024594","90","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900024594","100","ZTRM","Q","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB NEASIA_02","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900024594","110","ZTRM","L","2000-01-01 00:00:00","2026-12-31 23:59:59","B","116.8","","","","1","YC102","YQ100","2","0","0",""
"Z900024594","120","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","178.85","","","","1","YC102","YQ100","2","0","0",""
"Z900027682","90","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900027682","100","ZTRM","Q","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB NEASIA_02","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900027682","110","ZTRM","L","2000-01-01 00:00:00","2026-12-31 23:59:59","B","116.8","","","","1","YC102","YQ100","2","0","0",""
"Z900027682","120","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","178.85","","","","1","YC102","YQ100","2","0","0",""
"Z900027792","130","ZTRM","C","2000-01-01 00:00:00","2027-02-28 23:59:59","E","3650","","","","1","YC400","YQ405","2","0","0",""
"Z900027792","140","ZTRM","K1","2000-01-01 00:00:00","2027-02-28 23:59:59","1","","","CPT MOSCOW_109","AVR","1","YC400","YQ405","2","0","0","MR"
"Z900027792","150","ZTRM","D","2000-01-01 00:00:00","2027-02-28 23:59:59","H","0.72635","","","","1","YC400","YQ405","2","0","0",""
"Z900028286","40","ZTRM","K","2000-01-01 00:00:00","2027-01-31 23:59:59","H","168630","","","","1","YQ200","YQ200","2","0","0",""
"Z900028286","60","ZTRM","D","2000-01-01 00:00:00","2027-01-31 23:59:59","E","7300","","","","1","YQ200","YQ200","2","0","0",""
"Z900028286","70","ZTRM","S","2000-01-01 00:00:00","2027-01-31 23:59:59","H","","","","","1","YQ200","YQ200","2","0","0",""
"Z900028286","80","ZTRM","L","2000-01-01 00:00:00","2027-01-31 23:59:59","B","4526","","","","1","YQ200","YQ200","2","0","0",""
"Z900025890","40","ZTRM","EXW_CFD_34","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","OMT FCA PFO","AV","1","YC100","YQ100","2","0","0","OK"
"Z900025890","60","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","6464.1208","","","","1","YC100","YQ100","2","0","0",""
"Z900025890","70","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.71905","","","","1","YC100","YQ100","2","0","0",""
"Z900028458","70","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028458","80","ZTRM","K","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.951774","","","","1","YC102","YQ100","2","0","0",""
"Z900028458","110","ZTRM","N","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.46282","","","","1","YC102","YQ100","2","0","0",""
"Z900028458","120","ZTRM","PR","2000-01-01 00:00:00","2026-12-31 23:59:59","H","657","","","","1","YC102","YQ100","2","0","0",""
"Z900028458","150","ZTRM","NWE_FOB_ARA_02","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","NWE FOB ARA_02","AVR","1","YC102","YQ100","2","0","0","PN"
"Z900028458","160","ZTRM","FOB_RDAM_ARA","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","FOB RDAM/ARA","AVR","1","YC102","YQ100","2","0","0","PN"
"Z900028458","180","ZTRM","CUR_$_₱_M","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028458","200","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026529","70","ZTRM","X","2000-01-01 00:00:00","2027-01-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026529","80","ZTRM","M","2000-01-01 00:00:00","2027-01-31 23:59:59","H","23934.426232","","","","1","YC102","YQ100","2","0","0",""
"Z900026532","70","ZTRM","X","2000-01-01 00:00:00","2027-01-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026532","80","ZTRM","M","2000-01-01 00:00:00","2027-01-31 23:59:59","H","22438.524592","","","","1","YC102","YQ100","2","0","0",""
"Z900026531","70","ZTRM","X","2000-01-01 00:00:00","2027-01-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900026531","80","ZTRM","M","2000-01-01 00:00:00","2027-01-31 23:59:59","H","24532.786887","","","","1","YC102","YQ100","2","0","0",""
"Z900025787","10","ZTRM","SPOT_FOB_CHINA_01","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB CHINA_01","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900025787","20","ZTRM","M","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7519","","","","1","YC102","YQ100","2","0","0",""
"Z900025787","30","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","116.8","","","","1","YC102","YQ100","2","0","0",""
"Z900025787","40","ZTRM","CD","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900025787","60","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3723","","","","1","YC102","YQ100","2","0","0",""
"Z900025787","70","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900025787","90","ZTRM","K","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025787","110","ZTRM","R","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900025787","120","ZTRM","KC","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.743052","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","10","ZTRM","SPOT_FOB_CHINA_03","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB CHINA_03","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900020986","20","ZTRM","M","2000-01-01 00:00:00","2026-12-31 23:59:59","H","21.9","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","30","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","H","109.5","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","40","ZTRM","CD","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.77745","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","50","ZTRM","K","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900020986","60","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3723","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","70","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","80","ZTRM","N","2000-01-01 00:00:00","2026-12-31 23:59:59","H","47.45","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","90","ZTRM","KS","2000-01-01 00:00:00","2026-12-31 23:59:59","H","10.585","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","100","ZTRM","C","2000-01-01 00:00:00","2026-12-31 23:59:59","H","2.92","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","110","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","H","266.45","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","120","ZTRM","DNI","2000-01-01 00:00:00","2026-12-31 23:59:59","H","65.7","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","130","ZTRM","Q","2000-01-01 00:00:00","2026-12-31 23:59:59","H","73","","","","1","YC102","YQ100","2","0","0",""
"Z900020986","140","ZTRM","I","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900026075","20","ZTRM","K1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","120450","","","","1","YC200","YQ200","2","0","0",""
"Z900026075","30","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7008","","","","1","YC200","YQ200","2","0","0",""
"Z900026254","20","ZTRM","K1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","120450","","","","1","YC200","YQ200","2","0","0",""
"Z900026254","30","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.70445","","","","1","YC200","YQ200","2","0","0",""
"Z900028284","10","ZTRM","GPPS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","HONGKONG_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028284","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","40","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","219","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","50","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","S. KOREA_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028284","70","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","51.1","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","90","ZTRM","L2","2000-01-01 00:00:00","2026-12-31 23:59:59","B","32.85","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","100","ZTRM","L3","2000-01-01 00:00:00","2026-12-31 23:59:59","B","47.45","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","110","ZTRM","L4","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3285","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","120","ZTRM","L5","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2190","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028284","150","ZTRM","Y2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","160","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028284","170","ZTRM","Z01","2000-01-01 00:00:00","2026-12-31 23:59:59","H","14098.49","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","10","ZTRM","GPPS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","HONGKONG_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028285","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","40","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","219","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","50","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","S. KOREA_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028285","70","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","51.1","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","90","ZTRM","L2","2000-01-01 00:00:00","2026-12-31 23:59:59","B","32.85","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","100","ZTRM","L3","2000-01-01 00:00:00","2026-12-31 23:59:59","B","47.45","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","110","ZTRM","L4","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3285","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","120","ZTRM","L5","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2190","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028285","150","ZTRM","Y2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","160","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028285","170","ZTRM","Z01","2000-01-01 00:00:00","2026-12-31 23:59:59","H","14098.49","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","10","ZTRM","GPPS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","HONGKONG_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028283","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","40","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","219","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","50","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","S. KOREA_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028283","70","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","51.1","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","90","ZTRM","L2","2000-01-01 00:00:00","2026-12-31 23:59:59","B","32.85","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","100","ZTRM","L3","2000-01-01 00:00:00","2026-12-31 23:59:59","B","47.45","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","110","ZTRM","L4","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3285","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","120","ZTRM","L5","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2190","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028283","150","ZTRM","Y2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","160","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900028283","170","ZTRM","Z01","2000-01-01 00:00:00","2026-12-31 23:59:59","H","14098.49","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","10","ZTRM","GPPS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","HONGKONG_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028301","20","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","40","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","219","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","50","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","S. KOREA_1","AV","1","YC102","YQ100","2","0","0","CO"
"Z900028301","70","ZTRM","X","2000-01-01 00:00:00","2026-12-31 23:59:59","H","51.1","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","80","ZTRM","L1","2000-01-01 00:00:00","2026-12-31 23:59:59","B","87.6","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","90","ZTRM","L2","2000-01-01 00:00:00","2026-12-31 23:59:59","B","32.85","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","100","ZTRM","L3","2000-01-01 00:00:00","2026-12-31 23:59:59","B","47.45","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","110","ZTRM","L4","2000-01-01 00:00:00","2026-12-31 23:59:59","B","3285","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","120","ZTRM","L5","2000-01-01 00:00:00","2026-12-31 23:59:59","B","2190","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","130","ZTRM","EX","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900028301","150","ZTRM","Y2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.365","","","","1","YC102","YQ100","2","0","0",""
"Z900028301","160","ZTRM","Z01","2000-01-01 00:00:00","2026-12-31 23:59:59","H","11556.1336","","","","1","YC102","YQ100","2","0","0",""
"Z900028780","100","ZTRM","K2","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","CPT MOSCOW_112","AVR","1","YC200","YQ200","2","0","0","MR"
"Z900028780","110","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","3650","","","","1","YC200","YQ200","2","0","0",""
"Z900028780","120","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","E","0.71175","","","","1","YC200","YQ200","2","0","0",""
"Z900028780","140","ZTRM","D1","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7154","","","","1","YC200","YQ200","2","0","0",""
"Z900028780","150","ZTRM","D2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.71905","","","","1","YC200","YQ200","2","0","0",""
"Z900028780","180","ZTRM","D3","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7227","","","","1","YC200","YQ200","2","0","0",""
"Z900028780","160","ZTRM","C","2000-01-01 00:00:00","2026-12-31 23:59:59","H","5110","","","","1","YC200","YQ200","2","0","0",""
"Z900028780","170","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.7227","","","","1","YC200","YQ200","2","0","0",""
"Z900028780","190","ZTRM","SPOT","2000-01-01 00:00:00","2026-12-31 23:59:59","7","","","","","1","YC200","YQ200","2","0","0",""
"Z430000144","10","ZTRM","CFR_CHINA","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CMP_08","AVR","1","YC200","YQ200","2","0","0","IA"
"Z430000144","60","ZTRM","CUR_$_¥_PBC","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000012","Z0001","1","YC200","YQ200","2","0","0","ZZ"
"Z430000144","70","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-31 23:59:59","E","7.3","","","","1","YC200","YQ200","2","0","0",""
"Z430000144","80","ZTRM","7","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.0511","","","","1","YC200","YQ200","2","0","0",""
"Z430000144","90","ZTRM","365","2000-01-01 00:00:00","2026-12-31 23:59:59","H","266.45","","","","1","YC200","YQ200","2","0","0",""
"Z430000144","100","ZTRM","30","2000-01-01 00:00:00","2026-12-31 23:59:59","H","21.9","","","","1","YC200","YQ200","2","0","0",""
