"hname","code_nsi","V_MTR_name","mtr_pf_name_lvl_2","mtr_pf_name_lvl_3","tlevel","datuv","datub","leaf"
"MT00002015","188610","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-STD, марка 94, ТС-СХП-12/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188590","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-STD, марка 510, ТС-СХП-12/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188387","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-SE, марка 92, ТС-СХП-11/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT00002015","188391","Полистирол вспенивающийся ""АЛЬФАПОР"" ПСВ, тип LP-SE, марка 651, ТС-СХП-11/2020","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT0002006","1264446","Полистирол, марка 430 ТУ 20.16.20-224-05766801-2020","Полистирол","ПСОН","02","1900-01-01","9999-12-31","X"
"MT99999992","1364134","Полиэфир простой ПЭГ-600 ТУ 20.16.40-255-05766801-2022","Гликоли","ПЭГ","02","1900-01-01","9999-12-31","X"
"MT99999992","1252082","Олигомер стирола, марка А ТС462953","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1211783","Фракция углеводородная отработанная (ФУО) спецификация № 202691","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1198906","Пылеподавитель калийных солей, марка А, ТУ 2422-083-05766801-98","Прочие продукты нефтехимии","ПОС прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1182660","Тетрамеры пропилена сорт первый ТУ 2211-044-05766801-2014","Прочие продукты нефтехимии","Олигомеры пропилена","02","1900-01-01","9999-12-31","X"
"MT99999992","763268","Полистирол вспененный (плиты, обрезки, крошка) ТУ 2244-024-53505711-2013","Полистирол","ПСВ","02","1900-01-01","9999-12-31","X"
"MT99999992","380061","***Полиэтилентерефталат аморфный (гранулят), ПЭТФ-А-70ж, ТУ 2226-002-55588670-2007 К АРХИВИРОВАНИЮ","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","716987","Эфир этиловый акриловой кислоты (этилакрилат) ТУ 2435-047-52470175-2012","Акрилаты","Этилакрилат","02","1900-01-01","9999-12-31","X"
"MT99999992","952423","Пропилен, сорт первый, ГОСТ 25043-2013","Пропилен","Пропилен и фракция пропиленовая","02","1900-01-01","9999-12-31","X"
"MT99999992","344045","Полигликоли ТУ 2422-057-52470175-2005","Гликоли","Полигликоли","02","1900-01-01","9999-12-31","X"
"MT99999992","241582","Остаток кубовый нефтехимии КОН-92 (смола нефтяная тяжелая) ТУ 38.48424318-03-2000","Прочие топливо и топливные добавки","КОН-92","02","1900-01-01","9999-12-31","X"
"MT99999992","1184731","Углеводороды непредельные, марка Б ТУ 2411-218-00203335-2014","Прочие полуфабрикаты","Смесь углеводородная техническая","02","1900-01-01","9999-12-31","X"
"MT99999992","721368","Полиэтилентерефталат аморфный категорированный ПЭТФ, гранулят, категория 1 ТУ 2226-013-39989731-2011","ПЭТФ","ПЭТФ Прочие","02","1900-01-01","9999-12-31","X"
"MT99999992","1182310","Абсорбент-Н, марка Б ТУ 20.14.11-036-05766801-2019","Прочие топливо и топливные добавки","Абсорбент","02","1900-01-01","9999-12-31","X"
"MT99999992","1414603","Полимер после чистки оборудования СБС ППЧО марка Б, ТУ 20.17.10-151-05766801-2022","ТЭП","Термоэластопласты","02","1900-01-01","9999-12-31","X"
"MT99999992","1182665","Остаток кубовый ректификации этилбензола КОРЭ, марка В ТУ 20.14.12-033-05766801-2017","Прочие продукты нефтехимии","КОРЭ","02","1900-01-01","9999-12-31","X"
"MT99999992","1379296","***Пироконденсат Е-1 ТС-КОС-05/2023","Прочие топливо и топливные добавки","Пироконденсат","02","1900-01-01","9999-12-31","X"
